pair_name,seed_a,seed_b,val_rel_score,test_rel_score,val_abs_loss,test_abs_loss,val_pred_abs_over_actual_abs,val_pos_rate_gap,val_corr,test_pred_abs_over_actual_abs,test_pos_rate_gap,test_corr,selection_score
lstm_seed_142__lstm_seed_62,lstm_seed_142,lstm_seed_62,0.03036735952862102,-0.000559200684274952,0.014687858562683688,0.01695486376120244,0.11607794340276081,-0.197592778335005,0.052480812600117506,0.11056670630987725,-0.22060085836909868,0.08373673392231931,0.023846172734041483
lstm_seed_122__lstm_seed_62,lstm_seed_122,lstm_seed_62,0.022644637746023877,0.011362297831987944,0.014804841263685378,0.016752849344629804,0.1100475721981008,-0.12537612838515544,0.04024857807439757,0.10570394956809392,-0.11416309012875536,0.08219246855795537,0.021418353251059508
lstm_seed_62__lstm_seed_82,lstm_seed_62,lstm_seed_82,0.020063971629245336,0.00894608232055849,0.01484393283026293,0.01679379305369367,0.11375541427788138,-0.1454363089267803,0.04173374903726649,0.10855953278942772,-0.12703862660944204,0.09093972677355949,0.01752950005733342
lstm_seed_102__lstm_seed_142,lstm_seed_102,lstm_seed_142,0.025677088164163364,0.017110399655087316,0.014758906132192351,0.016655445529613642,0.1045981123761533,-0.2076228686058174,0.04624649570873988,0.10226922846153791,-0.1836909871244635,0.053665871913146104,0.017435107665790234
lstm_seed_142__lstm_seed_82,lstm_seed_142,lstm_seed_82,0.020153745139422585,0.021389398135200133,0.014842572953784846,0.016582936240592976,0.14353079260133772,-0.21765295887662986,0.055029424225558295,0.1308839332739735,-0.28412017167381975,0.07291042480747136,0.014223971837399214
lstm_seed_72__lstm_seed_92,lstm_seed_72,lstm_seed_92,0.016858820513650286,0.02906231437007345,0.014892484007577879,0.016452915698755545,0.09181247156799438,-0.13741223671013036,0.012694407496747547,0.0847443420784197,-0.09527896995708152,0.06876819956452936,0.013210839302279407
lstm_seed_62__lstm_seed_92,lstm_seed_62,lstm_seed_92,0.009192282922814488,0.0011246889165431595,0.015008615638362246,0.016926329598754827,0.08425279368233167,-0.03911735205616845,0.006392564784591927,0.08009228344588434,-0.033476394849785374,0.08319427222465996,0.012803118252907546
lstm_seed_62__lstm_seed_72,lstm_seed_62,lstm_seed_72,0.014450981709079769,0.01554212124715737,0.014928957610391085,0.01668202061555349,0.1084310212709096,-0.13340020060180538,0.03840968260085353,0.11158256907723973,-0.08669527896995705,0.08392144426851718,0.012453447362608104
lstm_seed_122__lstm_seed_72,lstm_seed_122,lstm_seed_72,0.01893445506160163,0.03883391903338351,0.01486104258801788,0.016287332067440728,0.11225461961818577,-0.19658976930792374,0.05244050360435393,0.11223046462457797,-0.167381974248927,0.07171394070443567,0.01218764308642259
lstm_seed_102__lstm_seed_72,lstm_seed_102,lstm_seed_72,0.01191145309050834,0.016359534925795005,0.014967426031944356,0.016668169223703445,0.10737993441740953,-0.10431293881644932,0.02920498709001384,0.10791435585104085,-0.04377682403433475,0.06043106008561781,0.012156812738585156
lstm_seed_102__lstm_seed_112,lstm_seed_102,lstm_seed_112,0.010820800047012025,0.016372740153808296,0.014983947090513554,0.0166679454559926,0.10085369849978658,-0.08826479438314944,0.0008008749911463601,0.08904671416952337,-0.02746781115879826,0.038353600071935744,0.011827912376342996
lstm_seed_102__lstm_seed_62,lstm_seed_102,lstm_seed_62,0.009464613964061397,0.007371129216980132,0.015004490406136032,0.016820481244940316,0.09293725234584786,-0.06519558676028081,0.02471447572661651,0.09228627169502535,-0.007725321888412018,0.07912328343794156,0.011683947210906761
lstm_seed_122__lstm_seed_52,lstm_seed_122,lstm_seed_52,0.011043216127992195,0.01942451020556213,0.014980577963069666,0.016616232028718515,0.10617646362413431,-0.10230692076228681,-0.0016361535700929045,0.11854354490858485,-0.05493562231759652,0.04600648852945947,0.011352779556939996
lstm_seed_102__lstm_seed_152,lstm_seed_102,lstm_seed_152,0.006717698978430886,-0.00779383803603273,0.015046100287145238,0.017077457497362048,0.09767706722035992,-0.04413239719157469,0.009781225726618837,0.09358252176103996,-0.03519313304721028,0.06335011983481599,0.011001272580733705
lstm_seed_102__lstm_seed_92,lstm_seed_102,lstm_seed_92,0.004820130259966304,0.009557115373254321,0.015074844390619551,0.016783438861602922,0.09135591001548467,0.015045135406218657,-0.0020732875032475934,0.08638940070272316,0.035193133047210334,0.04909733001519329,0.010924992228707586
lstm_seed_142__lstm_seed_72,lstm_seed_142,lstm_seed_72,0.020513765350718582,0.022971721632301434,0.014837119418371009,0.01655612315516919,0.13347786516764143,-0.27081243731193577,0.05589902814647393,0.12589124935355578,-0.25064377682403427,0.0659249366809967,0.009526999579175036
lstm_seed_142__lstm_seed_92,lstm_seed_142,lstm_seed_92,0.01987090718714868,0.0267341014193494,0.01484685734321829,0.016492368170293058,0.09743037548557104,-0.2276830491474423,0.02676915449033777,0.09667058719679515,-0.271244635193133,0.0632507283662108,0.009450693294198974
lstm_seed_142__lstm_seed_42,lstm_seed_142,lstm_seed_42,0.02180996822293224,0.010056877299323475,0.014817484719969805,0.016774970201913677,0.14257844771839429,-0.30491474423269804,0.046197210931058136,0.12691777704396084,-0.2600858369098712,0.060628783006530955,0.00882306450178794
lstm_seed_142__lstm_seed_152,lstm_seed_142,lstm_seed_152,0.020109873415804058,0.012416399498989095,0.014843237516470254,0.016734987183008344,0.11618040326664276,-0.2627883650952858,0.04038364139458461,0.11721631995382724,-0.255793991416309,0.07129031273703418,0.008381236469512613
lstm_seed_52__lstm_seed_62,lstm_seed_52,lstm_seed_62,0.004554216991989768,0.02063555155529595,0.015078872407320889,0.01659571046329802,0.11182185966956476,-0.07121364092276827,-0.009566512653180672,0.11744821082574826,-0.0017167381974248497,0.06013461892717788,0.007802874491733487
lstm_seed_102__lstm_seed_82,lstm_seed_102,lstm_seed_82,0.011452017338598575,0.02917556406531785,0.01497438549995423,0.01645099663874135,0.09744259505108135,-0.14844533600802404,0.03858916908766299,0.10461204556994631,-0.11587982832618021,0.06223066128520707,0.007371798062043159
lstm_seed_122__lstm_seed_42,lstm_seed_122,lstm_seed_42,0.014265522029543787,0.027451587421265522,0.01493176692747511,0.016480210091685876,0.12545536554064105,-0.22266800401203607,0.032276093877912616,0.11827440749114572,-0.1579399141630901,0.059436478775061405,0.006488510951832185
lstm_seed_72__lstm_seed_82,lstm_seed_72,lstm_seed_82,0.010615381636339238,0.02584043590460683,0.014987058739643545,0.016507511679083126,0.1239333410712955,-0.17853560682046135,0.04850624739750052,0.12229181650236703,-0.1836909871244635,0.07355323352877528,0.00624720037640597
lstm_seed_152__lstm_seed_62,lstm_seed_152,lstm_seed_62,0.006224227346133038,0.0008198570047790454,0.015053575325873682,0.016931495093740524,0.10845653896448938,-0.11334002006018051,0.015879289751207625,0.11042835590159482,-0.07381974248927037,0.0802144365227299,0.005833548858477746
lstm_seed_152__lstm_seed_82,lstm_seed_152,lstm_seed_82,0.00954946794352074,-0.0028527584560629204,0.015003205050015827,0.016993728987290527,0.11145576296214074,-0.15847542627883648,0.02833715251679504,0.11324957308352065,-0.1725321888412017,0.07467491277506694,0.00578789487818508
lstm_seed_152__lstm_seed_52,lstm_seed_152,lstm_seed_52,0.0015743674144047537,0.0042528562987537155,0.015124010748695581,0.01687332158908249,0.11541760570927469,-0.06619859578736204,-0.02060910642837601,0.1300572836528665,-0.02746781115879826,0.04435970859061748,0.005511888208157765
lstm_seed_42__lstm_seed_82,lstm_seed_42,lstm_seed_82,0.011080187275538833,0.014414476940350807,0.014980017929337919,0.01670112898573281,0.1424224294124375,-0.21263791374122365,0.027098884007456834,0.1279368614130796,-0.1725321888412017,0.060322583041914506,0.005462948529235942
lstm_seed_142__lstm_seed_52,lstm_seed_142,lstm_seed_52,0.010343477703734671,0.019045200170605625,0.014991177502088249,0.01662265958439093,0.11303339304679971,-0.17552657973921762,0.0017068047406871866,0.11202796070269927,-0.14163090128755362,0.04735683552031184,0.00534402276834124
lstm_seed_122__lstm_seed_152,lstm_seed_122,lstm_seed_152,0.01176660485274228,0.02919082446278287,0.014969620172632862,0.01645073804538697,0.09938159137667694,-0.18455366098294881,0.031651761988641454,0.10828172166123044,-0.16394849785407722,0.07174338223259917,0.0049528392842405275
lstm_seed_122__lstm_seed_82,lstm_seed_122,lstm_seed_82,0.007574101424283941,0.020730769397129367,0.0150331276236102,0.01659409696003423,0.1261822986721167,-0.1634904714142427,0.05039936633424319,0.10797601493802572,-0.17682403433476393,0.08337752084011577,0.0045894476049138586
lstm_seed_102__lstm_seed_42,lstm_seed_102,lstm_seed_42,0.010669394980699187,0.010934635549611715,0.014986240553116665,0.016760096247890037,0.10769582304725046,-0.18455366098294881,0.013474555992614481,0.10027885601784843,-0.09442060085836906,0.052769111503707666,0.004520767945843319
lstm_seed_42__lstm_seed_52,lstm_seed_42,lstm_seed_52,0.005951452865054274,0.018846789756204907,0.015057707275263966,0.016626021725824107,0.13402543453680116,-0.156469408224674,-0.019388168856020595,0.13551216073051353,-0.06266094420600854,0.037927423838409906,0.004155934970024448
lstm_seed_122__lstm_seed_142,lstm_seed_122,lstm_seed_142,0.012550395106849965,0.02364563446943957,0.014957747428343285,0.01654470344074071,0.12815665819948047,-0.2457372116349047,0.06200492422102526,0.12680687337523397,-0.2781115879828326,0.06712554153604149,0.003143950832016025
lstm_seed_42__lstm_seed_62,lstm_seed_42,lstm_seed_62,0.008391664986872494,0.007169403422749521,0.015020743286004293,0.01682389956677071,0.1217790004056049,-0.19658976930792374,0.019885339905989542,0.11739991466382019,-0.11587982832618021,0.07054905870729185,0.002406803474686983
lstm_seed_102__lstm_seed_132,lstm_seed_102,lstm_seed_132,0.004245607461785039,0.02511188159748501,0.01508354718098418,0.016519857314415288,0.10660530776252225,-0.14142427281845535,-0.014530854461945545,0.09164850232180287,-0.03776824034334764,0.04007908903396746,0.0014600902573103924
lstm_seed_102__lstm_seed_52,lstm_seed_102,lstm_seed_52,-0.0048986694487163085,0.01888139581442705,0.01522206339868717,0.016625435312744234,0.10784670900778597,0.03510531594784355,-0.01640605233479448,0.103399599821031,0.09785407725321893,0.04444314058207952,0.0009206419960790849
lstm_seed_52__lstm_seed_72,lstm_seed_52,lstm_seed_72,-0.0005577474001701166,0.009523076092499694,0.015156307723373182,0.01678401567041876,0.1151497404257307,-0.10030090270812436,-0.005971053785069889,0.13032442539905342,-0.036909871244635184,0.04851591030560702,0.0006301596172383905
lstm_seed_132__lstm_seed_62,lstm_seed_132,lstm_seed_62,0.00933142120028363,0.02420310768469025,0.015006507991347466,0.016535256840870725,0.10629044975642216,-0.2256770310932798,-0.007926039052078098,0.09232981157605763,-0.1081545064377682,0.07660542584753532,-0.00021950530666498339
lstm_seed_42__lstm_seed_92,lstm_seed_42,lstm_seed_92,0.008500308129969492,0.026285883148694178,0.015019097574986522,0.016499963402748112,0.09501427836474524,-0.2076228686058174,-0.010170026824332302,0.09082265086868521,-0.167381974248927,0.05383129989666198,-0.0005083790893162798
lstm_seed_52__lstm_seed_92,lstm_seed_52,lstm_seed_92,-0.007379465537479701,0.020566585987050634,0.015259642148157589,0.016596879111602902,0.0858797869347032,-0.004012036108324957,-0.04033864971266668,0.08698677318971447,0.03690987124463524,0.04563369139791372,-0.0008300454713694412
lstm_seed_42__lstm_seed_72,lstm_seed_42,lstm_seed_72,0.006871575818331199,0.03196881174593902,0.015043769382464234,0.016403663973324014,0.13013888431374482,-0.24272818455366096,0.028057782623990002,0.129116538042824,-0.16566523605150213,0.05781519092408401,-0.0021355682008620917
lstm_seed_112__lstm_seed_82,lstm_seed_112,lstm_seed_82,0.0035356902633303378,0.02747255166107221,0.015094300906639548,0.01647985484451056,0.12047711333620098,-0.2026078234704112,0.01902147829542098,0.10692842531909509,-0.1802575107296137,0.054658338251646454,-0.0030347665474064808
lstm_seed_52__lstm_seed_82,lstm_seed_52,lstm_seed_82,-0.00725848600585044,0.021717703640341313,0.015257809567265215,0.016577372976462362,0.12282729737549129,-0.07021063189568705,-0.0026502720842118362,0.11458283330593656,-0.02746781115879826,0.05570789686414222,-0.0030491527674660996
lstm_seed_152__lstm_seed_72,lstm_seed_152,lstm_seed_72,0.003150251419932859,0.007755354189421193,0.015100139479909559,0.016813970403745777,0.11062146559896584,-0.19057171514543628,0.023400530474448702,0.12060520695166872,-0.12703862660944204,0.06693784584916375,-0.003245768543784777
lstm_seed_112__lstm_seed_52,lstm_seed_112,lstm_seed_52,-0.005894620325063604,0.005546105081328467,0.0152371499221772,0.016851406986825173,0.12108829812954985,-0.09628886659979935,-0.029671810908125918,0.12715303406398548,-0.025751072961373356,0.02463046896553339,-0.0039106658026835635
lstm_seed_112__lstm_seed_72,lstm_seed_112,lstm_seed_72,0.0026915816008171722,0.030789664542319684,0.015107087345677431,0.01642364508006722,0.1191361821632868,-0.20561685055165493,0.014807927840214246,0.11942692149290335,-0.11931330472103002,0.04647264951470329,-0.004226871870252278
lstm_seed_112__lstm_seed_62,lstm_seed_112,lstm_seed_62,0.0004997828205390853,0.021720957897031323,0.015140288404654713,0.01657731783182046,0.1024431090332703,-0.1654964894684052,0.009162056296414747,0.099835211565108,-0.12017167381974247,0.06309475882255863,-0.004544487614271706
lstm_seed_82__lstm_seed_92,lstm_seed_82,lstm_seed_92,0.000687551730292224,0.012685015264409016,0.015137444107676857,0.016730435384670284,0.08591709235285723,-0.156469408224674,0.02019577134036655,0.08504592536415659,-0.20171673819742486,0.07423922254641907,-0.004956633539453119
lstm_seed_112__lstm_seed_142,lstm_seed_112,lstm_seed_142,0.0075396668227044605,0.019409532799656293,0.015033649234101176,0.016616485826671155,0.12789624054307155,-0.30892678034102306,0.029371272069987613,0.11685061000525211,-0.255793991416309,0.04091671260562485,-0.006942776361131657
lstm_seed_112__lstm_seed_92,lstm_seed_112,lstm_seed_92,-0.0037887074933198317,0.027967745994075366,0.015205249851442207,0.016471463584457537,0.0901050434458448,-0.13340020060180538,-0.024307953607777755,0.08098661966798021,-0.1261802575107296,0.03843748352492059,-0.0072523200657966785
lstm_seed_122__lstm_seed_92,lstm_seed_122,lstm_seed_92,-0.0017221166478484928,0.03154404576083336,0.015173945424612615,0.016410861797703555,0.0744142428038091,-0.15045135406218654,0.02323122552837779,0.07668185122053771,-0.1725321888412017,0.0752122311579349,-0.0078050855485186895
lstm_seed_132__lstm_seed_42,lstm_seed_132,lstm_seed_42,0.0011567439270324664,0.01326976060919094,0.015130336850415916,0.016720526647986844,0.14507056947569028,-0.25977933801404207,-0.02057362376864518,0.11289861523192825,-0.1261802575107296,0.042092539692367995,-0.008019957556035675
lstm_seed_152__lstm_seed_92,lstm_seed_152,lstm_seed_92,-0.008878332132935762,0.006077470637120275,0.015282346768071876,0.016842402791371586,0.08298700731125316,-0.0852557673019057,-0.01129715807094087,0.08360341296734213,-0.07381974248927037,0.06764836645536243,-0.009059832932187966
lstm_seed_132__lstm_seed_142,lstm_seed_132,lstm_seed_142,0.007949506672956352,0.012902755924937725,0.015027441037818792,0.016726745684718484,0.13300292080070858,-0.34603811434302906,0.011774837153124294,0.10667133960493132,-0.28497854077253215,0.056433400737452635,-0.009093308810429284
lstm_seed_132__lstm_seed_72,lstm_seed_132,lstm_seed_72,0.0006582184159649174,0.03622282830687207,0.015137888444587591,0.01633157801261405,0.12178628939204099,-0.2537612838515546,-0.0017630491626360525,0.10453255349625888,-0.1296137339055794,0.06090462711936623,-0.009899781140796175
lstm_seed_132__lstm_seed_92,lstm_seed_132,lstm_seed_92,-0.0021514351883282767,0.014512481180445902,0.015180448681348938,0.01669946826586966,0.08597290163982212,-0.19257773319959878,-0.05045756738556105,0.06593094241849047,-0.10128755364806863,0.05249883100170092,-0.01067982171311041
lstm_seed_152__lstm_seed_42,lstm_seed_152,lstm_seed_42,-0.0037582912950322456,0.023370528243250144,0.015204789111157881,0.016549365222454086,0.1266715024462514,-0.22467402206619858,0.004787701377129231,0.12663572550612448,-0.1502145922746781,0.0566577329961258,-0.01159849286462802
lstm_seed_132__lstm_seed_52,lstm_seed_132,lstm_seed_52,-0.01194808058659591,0.026235892860718257,0.015328846884949603,0.016500810507568534,0.12304948007154909,-0.1203610832497492,-0.04344429069724272,0.11266112286427346,-0.016309012875536433,0.03204896049299437,-0.01173300884085192
lstm_seed_102__lstm_seed_122,lstm_seed_102,lstm_seed_122,-0.0031784758464825646,0.03048509207079464,0.0151960061484715,0.016428806178737432,0.07365555587225814,-0.19658976930792374,0.0512714284661474,0.07280657503266393,-0.14935622317596564,0.09205581737238165,-0.013013212921335813
lstm_seed_112__lstm_seed_122,lstm_seed_112,lstm_seed_122,-0.005003954514957831,0.029148325083681814,0.015223658242030072,0.016451458213850866,0.11021153795578902,-0.2457372116349047,0.023211030889621197,0.11108056459556494,-0.15708154506437766,0.04469999346931798,-0.015846008409287085
lstm_seed_112__lstm_seed_152,lstm_seed_112,lstm_seed_152,-0.010069892234990663,0.01561310253585424,0.015300396352540702,0.01668081781008368,0.10971695785432377,-0.1885656970912738,-0.006992375266626152,0.11409550085214394,-0.12103004291845493,0.043541327501832705,-0.016377791373946668
lstm_seed_112__lstm_seed_42,lstm_seed_112,lstm_seed_42,-0.01006185748181343,0.02507758728833931,0.015300274643232118,0.016520438444786137,0.13700432147918676,-0.23069207622868604,-0.005000966748276812,0.12185174763381042,-0.14592274678111583,0.03526063034318462,-0.017556877861773373
lstm_seed_122__lstm_seed_132,lstm_seed_122,lstm_seed_132,-0.003845168228560736,0.021943437306284785,0.015206105110701178,0.016573547831933412,0.10938789814433388,-0.2918756268806419,0.005082008294112491,0.08893269481299193,-0.1562231759656652,0.06195682931767406,-0.018444186527465378
lstm_seed_132__lstm_seed_82,lstm_seed_132,lstm_seed_82,-0.012932209506885117,0.021399227430509926,0.015343754331115634,0.01658276967937128,0.12857335897663336,-0.21063189568706114,0.0024927328092855185,0.11267478449469404,-0.12274678111587978,0.05304322016244754,-0.01949689244371934
lstm_seed_132__lstm_seed_152,lstm_seed_132,lstm_seed_152,-0.014615338417478752,0.006856952132550109,0.015369250130606816,0.016829194175079464,0.11430429519741239,-0.22266800401203607,-0.023994404344967486,0.09994871891172506,-0.10300429184549353,0.05647198357213997,-0.023284435122648644
lstm_seed_112__lstm_seed_132,lstm_seed_112,lstm_seed_132,-0.01608994954580023,0.021395120183121952,0.015391587332123893,0.016582839278271422,0.1246372448008143,-0.25175526579739216,-0.037181026869113544,0.09401878556935567,-0.1321888412017167,0.02811455343437651,-0.02625939122552646
